price,latitude,longitude,baths,bedrooms,Total_Area,PropertyType
1750000,31.375165,74.253992,0,2,816.7529999999999,2
2816000,31.502166,74.333439,2,2,8439.780999999999,2
3500000,31.520841,74.292334,1,2,816.7529999999999,2
2400000,31.413868,74.18222,1,1,4900.518,2
2300000,31.376356,74.263701,0,0,1361.255,2
38000000,31.461468,74.415529,3,3,26680.598,2
5000000,31.380313,74.187183,1,1,6261.772999999999,2
3600000,31.409106,74.181662,1,2,5717.271,2
35000000,31.505678,74.348202,0,0,21507.829,2
2900000,31.317861,74.21814,1,2,1361.255,2
19500000,31.460187,74.432459,4,4,2722.51,2
1200000,31.561621,74.310942,1,1,272.251,2
7000000,31.522361,74.347173,2,2,9528.785,2
10500000,31.461468,74.415529,2,1,6261.772999999999,2
4500000,31.429249,74.230785,2,2,11434.542,2
4000000,31.476585,74.274352,2,2,11162.291,2
1100000,31.588187,74.41412,2,2,6806.275,2
3400000,31.429249,74.230785,0,0,1361.255,2
1750000,31.376356,74.263701,0,0,1361.255,2
16000000,31.460187,74.432459,4,4,3267.012,2
14000000,31.461468,74.415529,2,1,9528.785,2
30000000,31.510259,74.343649,2,2,2722.51,2
2000000,31.362173,74.282136,2,2,1361.255,2
17800000,31.533849,74.409633,3,3,2994.7609999999995,2
4100000,31.376356,74.263701,2,3,1361.255,2
1200000,31.588187,74.41412,2,2,6806.275,2
3350000,31.329958,74.215204,0,0,12795.797,2
3200000,31.55283,74.276376,2,2,9256.534,2
10500000,31.544308,74.383832,3,3,12795.797,2
12000000,31.460187,74.432459,4,3,2722.51,2
17500000,31.460187,74.432459,6,4,3267.012,2
4500000,31.375514,74.172735,1,1,6261.772999999999,2
17000000,31.533849,74.409633,4,3,2722.51,2
14500000,31.460187,74.432459,5,4,2994.7609999999995,2
6000000,31.412563,74.170745,0,2,11162.291,2
12900000,31.460187,74.432459,0,3,30219.861,2
2340000,31.375165,74.253992,1,2,816.7529999999999,2
3300000,31.511679,74.312525,2,2,5989.521999999999,2
2000000,31.443218,74.266394,1,1,6534.023999999999,2
8500000,31.514342,74.3436,2,1,7078.526,2
18500000,31.498507,74.339025,4,3,2722.51,2
10000000,31.318439,74.225283,3,3,2994.7609999999995,2
7044000,31.564148,74.321737,1,1,7078.526,2
1500000,31.51563,74.28675,1,1,272.251,2
6500000,31.537359,74.330707,3,2,1633.506,2
1700000,31.559961,74.303176,1,2,816.7529999999999,2
18500000,31.536408,74.416037,3,3,2722.51,2
1150000,31.519709,74.32281,1,1,2994.7609999999995,2
5700000,31.374195,74.191482,1,1,7078.526,2
3400000,31.471351,74.261484,1,1,3811.514,2
2999000,31.374195,74.191482,0,1,2994.7609999999995,2
3800000,31.37108,74.190316,0,0,4900.518,2
13000000,31.460187,74.432459,3,3,2722.51,2
3000000,31.471351,74.261484,2,2,8439.780999999999,2
11800000,31.460187,74.432459,3,3,2722.51,2
15000000,31.460187,74.432459,4,4,3267.012,2
3300000,31.376356,74.263701,1,2,1361.255,2
1600000,31.393209,74.175897,1,1,4083.765,2
1500000,31.40396,74.214497,2,2,816.7529999999999,2
1650000,31.471351,74.261484,1,0,2994.7609999999995,2
11000000,31.460187,74.432459,3,3,2722.51,2
1700000,31.462347,74.293642,0,1,2994.7609999999995,2
8075000,31.564107,74.325043,1,1,4356.016,2
4750000,31.329958,74.215204,0,0,11434.542,2
4000000,31.520386,74.2946,0,2,816.7529999999999,2
5000000,31.471351,74.261484,2,2,8984.283,2
11800000,31.376393,74.167886,2,2,16879.561999999998,2
3850000,31.318439,74.225283,2,2,1361.255,2
13500000,31.498507,74.339025,4,3,2994.7609999999995,2
1850000,31.471351,74.261484,1,1,2178.008,2
2200000,31.471351,74.261484,1,1,4900.518,2
2500000,31.462347,74.293642,2,2,6806.275,2
5000000,31.525727,74.327059,2,2,816.7529999999999,2
12000000,31.55529828,74.31555748,2,4,17424.064,2
400000,31.329958,74.215204,0,1,7895.278999999999,2
5200000,31.476585,74.274352,2,2,1089.004,2
3200000,31.315221,74.205594,1,2,1361.255,2
4900000,31.400096,74.259682,2,2,1633.506,2
4400000,31.374414,74.177749,1,1,5717.271,2
1950000,31.412115,74.22357,1,2,7623.027999999999,2
3800000,31.376356,74.263701,1,2,1361.255,2
7500000,31.501178,74.447132,3,2,2178.008,2
8500000,31.501178,74.447132,3,2,2178.008,2
6800000,31.418695,74.22756,2,1,7078.526,2
6500000,31.522288,74.287734,2,3,20418.825,2
5000000,31.374195,74.191482,1,1,6534.023999999999,2
5000000,31.360307,74.185731,1,1,4900.518,2
15400000,31.460187,74.432459,3,3,2722.51,2
5000000,31.471351,74.261484,2,2,13340.299,2
13200000,31.413029,74.168558,2,2,11979.043999999998,2
4000000,31.519709,74.32281,1,2,6534.023999999999,2
52000000,31.529521,74.378495,0,3,38659.642,2
4200000,31.503922,74.323139,1,1,544.502,2
3000000,31.458979,74.373565,1,1,544.502,2
12500000,31.460187,74.432459,3,3,31036.614,2
12000000,31.505678,74.348202,3,3,2450.259,2
3750000,31.364343,74.213113,1,1,7895.278999999999,2
27100000,31.505678,74.348202,2,3,21235.578,2
16500000,31.498507,74.339025,4,3,2722.51,2
3350000,31.329958,74.215204,0,0,7895.278999999999,2
12600000,31.460187,74.432459,4,3,2722.51,2
8130000,31.724188,74.262207,0,0,13068.048,2
13700000,31.460187,74.432459,3,3,2722.51,2
4500000,31.380313,74.187183,1,1,4900.518,2
1700000,31.471351,74.261484,1,1,3267.012,2
3200000,31.524245,74.34611,2,2,7350.776999999999,2
3650000,31.318439,74.225283,2,2,1361.255,2
3000000,31.380313,74.187183,1,1,6534.023999999999,2
2700000,31.374195,74.191482,1,1,4628.267,2
13000000,31.544308,74.383832,3,3,2722.51,2
3700000,31.55667,74.339926,1,2,6806.275,2
1900000,31.40396,74.214497,2,2,816.7529999999999,2
1500000,31.505678,74.348206,0,1,3539.263,2
4350000,31.495579,74.273386,2,2,10345.538,2
16800000,31.533849,74.409633,3,3,2994.7609999999995,2
2394000,31.374195,74.191482,1,1,2994.7609999999995,2
1600000,31.471351,74.261484,1,0,2994.7609999999995,2
3200000,31.53496675,74.3064259,2,2,9528.785,2
9000000,31.478013,74.304285,2,2,1633.506,2
5500000,31.517283,74.282823,1,3,1361.255,2
2500000,31.40396,74.214497,1,2,816.7529999999999,2
10000000,31.478891,74.329348,2,2,18240.817,2
28300000,31.461395,74.41566825,0,3,19329.821,2
3500000,31.477208,74.278393,2,2,8984.283,2
6500000,31.413029,74.16856,0,1,816.7529999999999,2
16000000,31.536408,74.416037,4,3,2722.51,2
2400000,31.586244,74.461219,0,0,816.7529999999999,2
14000000,31.460187,74.432459,7,3,2722.51,2
1950000,31.40396,74.214497,2,2,816.7529999999999,2
17500000,31.539334,74.335799,3,3,34031.375,2
2500000,31.462347,74.293642,1,1,3811.514,2
4500000,31.375514,74.172735,0,0,6261.772999999999,2
3400000,31.374195,74.191482,1,1,4356.016,2
4500000,31.360307,74.185731,1,1,5989.521999999999,2
15400000,31.502182,74.335214,2,2,1089.004,2
2000000,31.482893,74.342255,0,0,272.251,2
4400000,31.374195,74.191482,0,0,7350.776999999999,2
